id,platform,title,content,rating,version,author,updated
13585573007,iOS/iPadOS,开启妙享桌面手机还是会振动,都已经开了妙享桌面在电脑上用手机界面了，各种会引起振动的操作却会在手机上反馈，很奇怪也没必要，建议妙享桌面开启后手机自动关闭振动,3,2.5.200,Litten95,2026-01-02 07:10:22
13580770546,iOS/iPadOS,互联很好,小米15加iPad非常好用,5,2.5.1,斥候也是猴,2026-01-01 04:25:10
13577334911,iOS/iPadOS,互传照片频繁失败,在数据流量状态下，给我对象小米传照片经常连不上，要不就传输失败体验相当差,1,2.5.1,西宇白,2025-12-31 07:36:24
13576722457,iOS/iPadOS,很好,新版本很好用,5,2.5.1,__Tony老师__,2025-12-31 04:41:29
13575086139,iOS/iPadOS,很实用，生态互联,非常有用的服务、体验一流了极大提高了效率。有个瑕疵就是调用云笔记的时候粘贴不上文字内容，不过不影响。,5,2.5.200,Lduyhc,2025-12-30 17:46:34
13571864788,iOS/iPadOS,体验太差,做出来的东西这么差劲，卡的要死！做的不好就不要放出来！,1,2.5.200,真好玩////////////////////////,2025-12-29 23:03:20
13571792905,iOS/iPadOS,云相册能不能支持查看相册,云相册能不能支持查看相册？而不只是全部相片。,4,2.5.1,cyy740,2025-12-29 22:29:25
13570917342,iOS/iPadOS,消息同步不了,iPhone和小米消息同步不了,1,2.5.1,嘘心动,2025-12-29 16:36:21
13567520155,iOS/iPadOS,无标题,整体来说还是很不错的 不过分享之后还要打开小米互传 感觉稍微有点小麻烦,4,2.5.1,爱哭的恸,2025-12-28 20:58:55
13563977663,iOS/iPadOS,太差了,用起来又卡又难用，界面还有bug,1,2.5.1,ares714,2025-12-28 00:14:39
13563046258,iOS/iPadOS,最有用的Mac APP,有小米手机和Mac，但是一直觉得他们两个是各自独立的，直到有一天发现了这个APP，突然发现Mac和小米手机连成了一体，变成了一个组合，这才是扬长避短的用手机和电脑。 特别喜欢！,5,2.5.200,Myron lee,2025-12-27 17:45:31
13561456897,iOS/iPadOS,闪退啊,打开就闪退有没有人管一下，还有就是反向查找iPhone功能在哪呢？,1,2.5.1,真的没招啊,2025-12-27 08:31:42
13560673813,iOS/iPadOS,Mac上的小米互联还有待优化的空间。,小米互联要支持一下鼠标下滑可以模拟手向上滑动屏幕，这样才自然。同时，既然在Mac上，支持一下WI-FI Direct连接手机，这样不在同一个局域网的设备也是可以互联的。总之，这个是一个好的开端，希望小米越做越好吧,4,2.5.200,飞天的水,2025-12-27 04:30:44
13558984680,iOS/iPadOS,能不能不要每次连接都需要小米手机解锁,能不能直接连接成功，不要每次连接都需要小米手机解锁才能连接，还要掏出小米手机，那我还不如直接在小米手机上直接操作方便。,1,2.5.1,咯过啊,2025-12-26 16:52:47
13556974817,iOS/iPadOS,使用起来很卡顿,卡顿的不得了，什么时候解决？,1,2.5.1,到帐慢,2025-12-26 05:49:41
13556534104,iOS/iPadOS,好多问题,第一个就是微信回复，没有办法打出消息，我编辑好了微信的回复，但是没有发送，消息延迟,2,2.5.1,雨来后就没有任何意义可言,2025-12-26 03:14:54
13556372041,iOS/iPadOS,升级的妙享桌面很好用,不用再俩手机维护两份应用了，都登在小米上，拿起来苹果手机也能用,5,2.5.1,切一张大饼,2025-12-26 02:08:22
13556261401,iOS/iPadOS,优化兼容性！,最新版居然不兼容澎湃2.0系统的小米手机，合理吗？？,3,2.5.1,JK.net,2025-12-26 01:19:43
13555919831,iOS/iPadOS,小米17ProMax用户感觉很好用,用了十多年的iPhone了，最近换了小米，就是为了能和mac互联这碟醋包的饺子，使用了下来感觉很不错！妙享桌面很丝滑，隔空投送功能也堪比原生iPhone的体验,5,1.2.201,小呼2000,2025-12-25 22:30:43
13555792689,iOS/iPadOS,更新一下云相册分类查找图片,云相册不支持按相册分类找图，太麻烦，目前只能显示全部，找一张图费劲,2,2.5.0,喜帖街友善的菠萝,2025-12-25 21:24:46
13555542572,iOS/iPadOS,不够流畅不够稳定,不够流畅不够稳定,2,2.5.0,反复横岗,2025-12-25 19:27:59
13555459222,iOS/iPadOS,投屏建议,我是苹果手机➕小米平板，想要一个类似于镜像的功能，想要投屏到小米平板上，这样就不用麻烦换来换去软件了,5,2.5.0,䘌嘛,2025-12-25 18:51:49
13555329785,iOS/iPadOS,MAC端的小米互联服务终于可以原生查看小米相册，激动～提些建议，希望能继续完善现有功能,"1.照片增加“删除”照片键盘快捷键
2.智能相册、旅程、时光等，与手机端对齐
3.结合大模型做照片清理功能，尤其针对相似照片清理，现在手机端的照片清理功能体验太拉了，多少年没动了？？？。（照片实在太多，清理起来非常累）
4.mac 端安装小米互联服务后，小米手机收到的通知无法同步 mac？？（仅iPhone 安装小米互联服务可做到）
5.希望 mac 端可自动识别、复制小米手机的短信验证码
6.极其希望小米日历的日程可以与苹果日历同步
7.在MacBook可以添加小米相册的小组件",3,2.5.200,小熊乀饼干,2025-12-25 17:57:08
13555329462,iOS/iPadOS,小米互联互通,小米手机平板可以和iPhone ipad Mac轻松互传文件图片，小米平板可以扩展Mac屏幕方便，还可以在iPhone ipad Mac上镜像小米手机平板,5,2.5.0,周庄梦蝶梦龙,2025-12-25 17:57:01
13555284827,iOS/iPadOS,没有看到更新所写的可以在小米手机查看 iphone 位置,没有看到更新所写的可以在小米手机查看 iphone 位置，也没办法在 iphone 上操作小米手机，难道是特定的手机版本才行？,4,2.5.0,junnerf,2025-12-25 17:38:27
13554337544,iOS/iPadOS,很狗屎,这个 app 持续三个月让我的小米手机的蓝牙崩溃，连接任何蓝牙设备都会一段时间后断联睡死。现在才解决，然而微信打字框输入法只能弹出一次的问题仍旧没有解决,1,2.5.0,冬瑜喻,2025-12-25 11:24:40
13553579868,iOS/iPadOS,iPhone相册同步到小米云好多重复照片,iPhone上的照片同步到小米云服务，很多照片同步了已上传，未上传了还是在，再上传一遍云相册里同照片就有两张或者多张，联系增加个驱重功能或者云相册自动整理功能,3,2.5.0,小米花的心,2025-12-25 07:15:28
13553566006,iOS/iPadOS,更新了用不了你更新个毛线啊,小米15pro根本用不了更新日志的功能！,1,2.5.0,哆点开发人员的爸爸,2025-12-25 07:11:01
13552662671,iOS/iPadOS,点微信提示小米手机未安装此应用,bug 小米有微信和QQ,3,2.4.1,shendepinglun,2025-12-25 01:31:31
13548986236,iOS/iPadOS,13就是连不上,系统全是最新的网络一样的账号一样的设备互联打开了还是连不上,1,2.4.1,别再让她用手了,2025-12-24 00:37:40
13548946529,iOS/iPadOS,更新hyperos3后好多了,非常惊喜的体验,5,2.4.200,exception777,2025-12-24 00:18:48
13532955863,iOS/iPadOS,没有用,"垃圾真是高看了它,只能电脑传文件到手机,关键是10次有9次连不上手机",1,2.4.200,silentyun,2025-12-19 16:51:06
13532888759,iOS/iPadOS,什么时候支持双开微信互联？,"什么时候小米上面双开的微信也能支持互联？还有能不能把需要返回小米手机上输入密码这个设定取消一下？或者做成一个可选的开关。我都用互联了肯定是不想输入密码啊

另外，在户外用热点进行互联时，必须在两台手机都解锁的情况下连接成功一次，否则死活都连不上，那我要你这互联有何用？",1,2.4.1,竟敢无视灯,2025-12-19 16:24:30
13531245079,iOS/iPadOS,什么破东西,根本连不上，做不来就不要做,1,2.4.1,fightetli,2025-12-19 06:35:10
13529679894,iOS/iPadOS,我都找不到自己手机，小米那边倒是显示连接成功，苹果这边啥也没有,垃圾,1,2.4.1,哈1哈哈哈弟弟们,2025-12-18 19:37:32
13526054165,iOS/iPadOS,不好用,一直连接不上，两个手机快焊接上了，就是连接不上,1,2.4.1,海阔天空参加,2025-12-17 19:36:33
13519602817,iOS/iPadOS,经常连接不上,莫名其妙的总是经常连接不上同一个Wi-Fi的情况下，总是莫名其妙的，微信共享，超级卡顿,1,2.4.1,辉哥哥超酷,2025-12-16 02:23:12
13519599894,iOS/iPadOS,无法发现手机,垃圾，摆设,1,2.4.200,Inimei,2025-12-16 02:21:57
13519509952,iOS/iPadOS,功能开发不全,在官网说的摄像头共用在mac端并没有开发，剪切板不打开妙享桌面端界面就用不了，软件完成度一般,3,2.4.200,punkgao,2025-12-16 01:42:04
13516799846,iOS/iPadOS,希望可以同步支付宝消息,使用过程没遇到什么问题，有点卡顿那是正常的，希望可以增加同步支付宝消息,5,2.4.1,r一一她'',2025-12-15 07:23:17
13512902195,iOS/iPadOS,iPhone手机连不了小米平板,为什么苹果手机连不了小米平板，那我买小米pad用处是真的不大,1,2.4.1,承怡.,2025-12-14 06:45:23
13509880108,iOS/iPadOS,苹果手表可以征服一下吗,人家蓝厂黑厂都可以,4,2.4.1,评论匿名不行吗,2025-12-13 11:31:13
13508622267,iOS/iPadOS,太卡了,能够优化一下微信和QQ的实时链接吗,1,2.4.1,aqqzaq,2025-12-13 05:18:51
13508202583,iOS/iPadOS,微信通知，短信通知无法同步,开了互联服务，蓝牙也开了，软件里面也显示互联服务正常开启了，通知同步也开了，但微信和短信就是同步不过来。,1,2.4.1,雨雪蓝天,2025-12-13 02:56:42
13503092930,iOS/iPadOS,问题,我小米手机连苹果手机会有一个微信QQ电话 短信通知共享 iPad怎么没有🥹,5,2.4.1,菟勉,2025-12-11 17:40:36
13500568501,iOS/iPadOS,功能残缺不全,为什么不增加例如小米相册之类的功能，手机电量看不了，无法同步剪切板，目测现在处于半成品的状态,1,2.4.200,哦都抖擞精神爸爸级地震,2025-12-11 02:21:31
13500565938,iOS/iPadOS,闪退,笔记本传照片视频到iPhone，不定时闪退，垃圾中的垃圾,1,2.4.1,646794914,2025-12-11 02:20:27
13493047391,iOS/iPadOS,希望能在watch上也能用,这样我watch也能同步小米微信消息啥的😆,4,2.4.1,Ayooo哟,2025-12-09 02:11:40
13490213228,iOS/iPadOS,太差,一颗心都不想给太拉了，根本就传不过来，苹果上面搜不到这个软件，小米又扫不到苹果上面添加设备的码,1,2.4.1,Erin🍎,2025-12-08 07:18:58
13489794738,iOS/iPadOS,直接从通知跳转QQ回信息必黑屏,什么时候修复,4,2.4.1,Hikariz320,2025-12-08 05:10:14
13484593882,iOS/iPadOS,系统3.0HyperOS，所有都是最新的也无法发现,账号登录了，wifi也是对的，所有软件都是最新、所有开关也都打开了也无法连接。还需要什么呢？这软件也太垃圾了吧,1,2.4.200,聪明叉,2025-12-06 21:01:51
13482256866,iOS/iPadOS,雷军！金凡！,啥玩意啊……我想在小米云相册里面下几个视频到现在的手机上面，结果下着下着在app里面就闪退回桌面，恢复下载之后嘞，那几个视频下载进度一动不动，都下不下来，真服了,1,2.4.1,可是忘不了她,2025-12-06 07:41:09
13480117878,iOS/iPadOS,根本连不上,除了在家里连接Wi-Fi之外其他环境根本不稳定，提交bug反馈也不改，beta1到现在了还不改，那个微信回完直接给你杀了，后续一条信息你都别想收,1,2.4.1,（😅😅😅,2025-12-05 18:57:54
13474721800,iOS/iPadOS,强制把视频放相册是有病吗,，，,1,2.4.1,88666887...,2025-12-04 09:15:48
13472145966,iOS/iPadOS,查找功能不好用,完全没法定位，一直转圈圈无法更新。,2,2.4.1,Hunryyyy,2025-12-03 16:41:35
13470864616,iOS/iPadOS,要是可以在平板上全屏就好了,发现互联的时候还是很方便，但是有时候想投屏看剧的话很难，因为他中间的屏幕只有小小一块，要是可以放很大很大就好了，或者是直接占全屏的放大都可以,4,2.4.1,Fluke糖,2025-12-03 08:44:57
13469079891,iOS/iPadOS,烂,我很少用勾石来形容一个app,1,2.4.1,yufougkjvlkvojcuoc,2025-12-02 21:40:50
13468982229,iOS/iPadOS,文件保存不到文件夹啊,为什么现在文件保存不到文件夹啊 传输过来都不知道在哪,1,2.4.1,CSean0202,2025-12-02 20:54:06
13464963277,iOS/iPadOS,强烈要求加入剪贴板同步功能,都通过局域网连接了，加个剪贴板同步很难吗？复制个验证码还要打开手机，不然就得开启妙享桌面，太麻烦了,2,2.4.200,doublesking,2025-12-01 19:19:39
13462666431,iOS/iPadOS,不能用,真的不试试能不能用吗？新一版更新之后，直接不能用了。之前还能用，退账号、清数据我都试了，就是不行。,1,2.4.1,肉山脯林,2025-12-01 06:11:57
13461181480,iOS/iPadOS,卡,微信回复消息，特别卡,3,2.4.1,HXD1E,2025-11-30 20:14:28
13460910902,iOS/iPadOS,垃圾得很,一星都不想给，为啥没有0星的选项，一用就死机，一用就死机，直接卡死，必须长按电源键重启，测试不好就不要上线啊，真垃圾,1,2.4.200,来自一个前端开发的差评,2025-11-30 18:21:06
13459932568,iOS/iPadOS,完全的负优化,"本来用的好好的，现在必须更新澎湃OS3才能和苹果互联，现在没有推送安装包或者不能更新OS3的小米老机型，就不能跟苹果手机互联了
这是想让双持用户换小米新款 还是放弃小米选择其他安卓品牌",1,2.4.1,华厦第一杨戬,2025-11-30 12:06:58
13458748962,iOS/iPadOS,微信 QQ 上下黑边太大,不能适配整个屏幕，且画面被压缩比例不对。,1,2.4.1,小橘灯_,2025-11-30 06:07:18
13457130584,iOS/iPadOS,传输完后文件缓存根本无法清理，算法糟糕,一用就极其占据内存,1,2.4.1,嗜睡小平,2025-11-29 19:29:52
13456729974,iOS/iPadOS,典型的小米逻辑,新系统都没推送app到先更新了，不把用户当人,1,2.4.1,harrylee880,2025-11-29 16:53:36
13454717713,iOS/iPadOS,云相册无法查看相册分类，只能看到相机相册,如题,2,2.4.1,十年老米粉,2025-11-29 05:45:22
13454374682,iOS/iPadOS,依托😅,再信雷大善人我就是🐶,1,2.4.1,是阿俊啊,2025-11-29 03:56:17
13454100063,iOS/iPadOS,MIXFOLD希望增加Mac的扩展屏功能,作为折叠手机还是有当个扩展屏的需求的，请帮忙实现。,5,2.4.200,咱摇一摇能不能不总摇一个人,2025-11-29 02:14:32
13449339177,iOS/iPadOS,从名字上就显得不专业,隔壁 vivo 互联都做的比你好呀，人家 vivo 桌面办公套件，整的跟文件助手一样，妙想桌面做的比你还稳定，要么好好搞，要么别搞行吧,3,2.4.200,我就那么浪,2025-11-27 20:54:54
13449014784,iOS/iPadOS,无限屏闪,也不知道是电脑端软件的原因还是手机端澎湃OS的原因，总之之前不闪现在闪瞎眼,1,2.4.200,扣扣我最坑,2025-11-27 18:29:30
13448596206,iOS/iPadOS,卡顿,卡顿感太重,3,2.4.1,锤子捶脑壳,2025-11-27 15:29:06
13447168300,iOS/iPadOS,用iPhone回复消息能不能设置自动连接热点,两台手机不在同一个局域网的时候，iPhone收到小米推送来的消息点击回复能不能设置自动打开热点,5,2.4.1,花样整齐耍,2025-11-27 07:13:44
13446911818,iOS/iPadOS,无语死,小米锁屏的时候iPhone可以收到小米的信息，但是不能回，要从iPhone回小米的信息还得给小米解锁？你猜猜我为什么要在iPhone上回,3,2.4.1,九岁寻千,2025-11-27 05:55:26
13446280033,iOS/iPadOS,不行,连不上一点，文件也根本传不了，网上总说小米生态做的一坨我还不信，这下老实了，到了要紧的时候一点用没有,1,2.4.200,一小米用户,2025-11-27 02:04:36
13445324259,iOS/iPadOS,比vivo的还有很大差距,先赶上vivo的体验再说,2,2.4.200,Lipten,2025-11-26 18:37:26
13445188532,iOS/iPadOS,不好用,链接不稳定，平板运作手机，手机熄屏后使用不了，不好用,1,2.4.1,可达啵,2025-11-26 17:40:05
13443369976,iOS/iPadOS,不好用,收不到苹果的微信消息,2,2.4.1,Cmckkcuffj,2025-11-26 06:56:54
13438866893,iOS/iPadOS,等级森严,本来是澎湃2可以用，澎湃3出来后，立马屏蔽澎湃2的接入权限，互传也用不了，干啥呀干，就这么瞧不起老用户,1,2.4.1,高睿¥¥¥¥,2025-11-25 03:04:01
13438614758,iOS/iPadOS,分辨率显示过大,周边功能按钮根本按不到，分辨不知道怎么适配的,1,2.4.1,ZJQin.,2025-11-25 01:16:54
13438396904,iOS/iPadOS,建议,能不能优化小米手机端所有通知都可以在苹果端实时显示  还有 用了这个 小米云服务里短信不实时备份了  谢谢,5,2.4.1,活该更丰富刚刚好,2025-11-24 23:35:55
13438284879,iOS/iPadOS,黑暗模式图标什么时候适配？,黑暗模式图标什么时候适配？,1,2.4.1,需要减肥的佩奇,2025-11-24 22:42:29
13434801215,iOS/iPadOS,好玩,直接控制同桌的安卓手机,5,2.4.0,dhkajfjsma,2025-11-24 01:23:09
13434106857,iOS/iPadOS,能不能支持os1啊,能不能支持os1啊,3,2.4.0,还在上幼儿园,2025-11-23 19:47:26
13428896352,iOS/iPadOS,求新增,小米平板+苹果手机的！！！！,5,2.4.0,大肚腩猪猪猪猪,2025-11-22 11:07:01
13428478659,iOS/iPadOS,Mac上的APP无法添加平板,每次添加平板都提示更新APP，更新后仍然无法添加,3,2.4.200,海鹰214,2025-11-22 08:54:08
13426717738,iOS/iPadOS,越更新越垃圾,最新版帧率上来了，但是画面会疯狂抽搐。。。,1,2.4.200,🐶会发现,2025-11-21 22:50:32
13425666524,iOS/iPadOS,依旧是黑边问题,希望能够优化一下,5,2.4.0,爱恋v,2025-11-21 15:31:53
13424233543,iOS/iPadOS,连接不上,苹果手机连不了小米平板吗啊，连不上,5,2.4.0,鱼丸丫,2025-11-21 07:05:46
13424080831,iOS/iPadOS,与Mac互联存在卡顿掉帧,小米14系列手机与Mac互联互通的时候存在卡顿掉帧，来回切换软件、桌面掉帧严重,2,2.4.200,红花这个软件我喜欢,2025-11-21 06:19:59
13423375934,iOS/iPadOS,查找设备标准地图加载不出,查找设备标准地图加载不出，用了这么久很少有正常加载出的情况,1,2.4.0,monstertsl,2025-11-21 02:24:15
13419628171,iOS/iPadOS,什么时候加个剪贴板同步？,什么时候加个剪贴板同步？,3,2.4.200,Luoxue03,2025-11-20 02:06:26
13419449927,iOS/iPadOS,不错，非常好用,传输文件有300个的限制，速度还行,4,2.4.200,我是suzhiwei,2025-11-20 00:44:39
13415534817,iOS/iPadOS,一升级就用不了，腊鸡。,还开不了小米的双开微信。,1,2.4.0,阳光明媚时光雪花啤酒鸭子,2025-11-18 22:54:39
13412422388,iOS/iPadOS,澎湃3.0后这个app变得好用了,澎湃3.0后这个app变得好用了，不论是iPhone和小米手机传文件，还是小米手机接收iPhone的通知信息，功能很好用,5,2.4.0,问我具体膜,2025-11-18 03:37:34
13409109987,iOS/iPadOS,传输长视频有问题,我从小米手机传苹果前面一小段好好的后面直接变慢倍速了什么bug啊,2,2.3.0,蜂蜜抽子1221,2025-11-17 06:10:50
13409092697,iOS/iPadOS,闪退,传个音乐文件几次都是闪退,1,2.3.0,陈其正1997,2025-11-17 06:05:36
13405326411,iOS/iPadOS,小米平板不是小米设备？,？？？,1,2.3.0,kryama,2025-11-16 06:59:30
13399071603,iOS/iPadOS,什么时候推送os3！,"更新完之后小米不是os3用不了
从八月等到现在倒是推啊，玩呢",1,2.3.0,剌霁,2025-11-14 18:43:41
13396988686,iOS/iPadOS,为什么不支持平板,Kpad提示不支持,1,2.3.0,老二真棒,2025-11-14 07:03:11
13396587559,iOS/iPadOS,无线副屏如何支持第3块屏幕,急需支持第三块屏幕，作为副屏的镜像屏幕。急急急！！！！ 期待赶紧改进。,5,2.3.200,热二人,2025-11-14 05:12:33
13396504764,iOS/iPadOS,使用体验,在iPhone上使用微信非常卡顿，体验很不好，但是传输文件方面还是不错的,2,2.3.0,是到付,2025-11-14 04:49:02
13394903124,iOS/iPadOS,看不起我的红米手机千元机吗，为啥连接不上,垃圾,1,2.3.0,，833835,2025-11-13 18:04:24
13393437051,iOS/iPadOS,卡顿还掉线,特别卡顿，我以为是我老🍎的原因，登微信消息打出来了发不出去点了没反应,1,2.3.0,rapper耶,2025-11-13 09:14:35
13393184110,iOS/iPadOS,无法传输,传的视频都成功了，去哪里了，根本没有,1,2.3.0,垃圾软件翻墙用户！,2025-11-13 07:59:27
13392807934,iOS/iPadOS,能不能支持小米手机接听iphone的电话,能不能支持小米手机接听iphone的电话，加油,5,2.3.0,cchwhk,2025-11-13 06:11:44
13392516738,iOS/iPadOS,小米开发者诗人吗？？？,如果手机是澎湃 2 的话，ios 的 2.3 最新版压根不能用，选中 50 张照片传，ios 的 app 端必定闪退！！其实就是开发者设定了强制要求是澎湃 3 的系统才能从安卓向 ios 多选传照片！所以我把 ios 端降级到了 1.5.0，然后可以完美使用了！也不闪退了！！,1,2.3.0,SpikeAK,2025-11-13 04:47:34
13391549277,iOS/iPadOS,怎么越搞越垃圾了,连上投屏，延迟能有两秒，还一卡一卡的，以前都不会，自从用了手机3.0，基本废了，服！！！！！！！！,1,2.3.200,哦不来熊,2025-11-12 22:28:47
13387593623,iOS/iPadOS,建议,还好用,5,2.3.0,😉1234t,2025-11-11 22:32:43
13386621522,iOS/iPadOS,希望优化相册功能,希望加入相册分类浏览，优化相册上传逻辑。小米手机新增相册图片默认为上传，会让整个云相册混乱不堪。,2,2.3.0,Zach Tseng,2025-11-11 15:46:38
13386559031,iOS/iPadOS,妙享桌面和Mac版相差太多了,第一，大黑边。第二，很卡。就这两点，就让iPad版和Mac版的体验差了十万八千里。,3,2.3.0,davidch81,2025-11-11 15:22:00
13383881679,iOS/iPadOS,黑边有些大,黑边有些大,5,2.3.0,郗大哥,2025-11-11 01:11:12
13383775534,iOS/iPadOS,bug了,文字名称直接反了，不能上传图片，没法描述，就是垂直镜像了,4,2.3.200,娃娃有人注册了‘,2025-11-11 00:26:21
